ID,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,COUNTY
168,Brokered by Serhant,Townhouse for sale,14900000,5,5,2184.207862,"45 W 70th St, New York, NY 10023, USA",40.7758194,-73.9785263,New York County
169,Brokered by Flateau Realty Corp,Coming Soon,1695000,5,2,2250.0,"871 Putnam Ave, Brooklyn, NY 11221, USA",40.686947,-73.9261885,Kings County
170,Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,1970000,4,4,2508.0,"59 Duffield St, Brooklyn, NY 11201, USA",40.6965326,-73.9839654,Kings County
171,Brokered by COMPASS,Co-op for sale,1895000,2,2,2184.207862,"905 Union St Apartment 1, Brooklyn, NY 11215, USA",40.673976,-73.973535,Kings County
172,Brokered by Martino Realty Group,House for sale,649999,3,2,1440.0,"219 Slater Blvd, Staten Island, NY 10305, USA",40.5803331,-74.0885167,Richmond County
173,Brokered by EXP Realty,House for sale,669000,3,2,864.0,"74 Holly St, Staten Island, NY 10304, USA",40.5993523,-74.0953882,Richmond County
174,Brokered by Corcoran Westside Columbus,House for sale,800000,3,2,825.0,"1485 E 53rd St, Brooklyn, NY 11234, USA",40.6222734,-73.924094,Kings County
175,Brokered by COMPASS,Co-op for sale,2375000,1,2,2184.207862,"10 Bleecker St #5b, New York, NY 10012, USA",40.7252187,-73.9929764,New York County
176,Brokered by Corcoran West Side Gallery,For sale,2400000,6,6,6688.0,"726 Nostrand Ave., Brooklyn, NY 11216, USA",40.6738566,-73.9506085,Kings County
177,Brokered by eXp Realty BKNY,House for sale,390000,2,1,586.0,"231 Freeborn St, Staten Island, NY 10306, USA",40.574103,-74.0931668,Richmond County
178,Brokered by COMPASS,Condo for sale,2250000,1,1,2184.207862,"302 W 12th St APT 7A, New York, NY 10014, USA",40.737308,-74.0046666,New York County
179,Brokered by ROCKAWAY PROPERTIES,Condo for sale,725000,2,2,792.0,"627 Wilson Ave #3, Brooklyn, NY 11207, USA",40.6898164,-73.9062474,Kings County
180,Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,269000,1,1,2184.207862,"4901 Henry Hudson Pkwy W #5f, Bronx, NY 10471, USA",40.8968048,-73.9087471,Bronx County
181,Brokered by COMPASS,Co-op for sale,695000,2,2,2184.207862,"575 Park Ave # 1101, New York, NY 10065, USA",40.7651716,-73.9678719,New York County
182,Brokered by Winzone Realty Inc,House for sale,1300000,3,2,2184.207862,"246 Newman Ave, Bronx, NY 10473, USA",40.8109146,-73.853921,Bronx County
183,Brokered by Ilite Realty Inc,Co-op for sale,459000,3,2,1250.0,"2475 W 16th St #19h, Brooklyn, NY 11214, USA",40.5866482,-73.9845156,Kings County
184,"Brokered by Robert DeFalco Realty, Inc.",House for sale,689999,3,2,1008.0,"596 College Ave, Staten Island, NY 10302, USA",40.621814,-74.1406264,Richmond County
185,Brokered by Winzone Realty Inc,Co-op for sale,425000,3,2,1405.0,"58-03 Calloway St, Corona, NY 11368, USA",40.7381853,-73.8581248,Queens County
186,Brokered by Douglas Elliman - 575 Madison Ave,House for sale,10000000,5,4,6800.0,"166 E 64th St, New York, NY 10065, USA",40.764989,-73.9655331,New York County
187,Brokered by Byson Real Estate Company - Byson Real Estate Company,Co-op for sale,1525000,2,2,2184.207862,"67 Riverside Dr #1c, New York, NY 10024, USA",40.784623,-73.9826586,New York County
188,Brokered by Brp Associates Inc,Multi-family home for sale,1499000,9,6,3519.0,"2619 Shore Pkwy, Brooklyn, NY 11223, USA",40.583514,-73.9738903,Kings County
189,Brokered by COMPASS,Co-op for sale,695000,2,2,2184.207862,"575 Park Ave # 1101, New York, NY 10065, USA",40.7651716,-73.9678719,New York County
190,Brokered by Winzone Realty Inc,House for sale,1300000,3,2,2184.207862,"246 Newman Ave, Bronx, NY 10473, USA",40.8109146,-73.853921,Bronx County
191,Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,269000,1,1,2184.207862,"4901 Henry Hudson Pkwy W #5f, Bronx, NY 10471, USA",40.8968048,-73.9087471,Bronx County
192,Brokered by Winzone Realty Inc,Co-op for sale,425000,3,2,1405.0,"58-03 Calloway St, Corona, NY 11368, USA",40.7381853,-73.8581248,Queens County
193,Brokered by Brp Associates Inc,Multi-family home for sale,1499000,9,6,3519.0,"2619 Shore Pkwy, Brooklyn, NY 11223, USA",40.583514,-73.9738903,Kings County
194,"Brokered by Robert DeFalco Realty, Inc.",House for sale,519000,3,2,1480.0,"62 Simmons Ln, Staten Island, NY 10314, USA",40.5939378,-74.1843153,Richmond County
195,Brokered by Queens Quality Management,Co-op for sale,358000,2,1,2184.207862,"212- 79 16th Ave #183, Bayside, NY 11360, USA",40.7855174,-73.7797613,Queens County
196,Brokered by COMPASS,Co-op for sale,975000,3,1,2184.207862,"360 W 22nd St #9j, New York, NY 10011, USA",40.7455051,-74.0016003,New York County
197,Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,Townhouse for sale,29200000,12,10,11638.0,"123 E 35th St, New York, NY 10016, USA",40.747472,-73.9796788,New York County
198,Brokered by Pride Estates,Co-op for sale,498000,2,1,975.0,"138 71st St Apt E10, Brooklyn, NY 11209, USA",40.6351164,-74.0311609,Kings County
199,Brokered by Laffey Real Estate,Co-op for sale,385000,1,2,900.0,"1805 215th St Apt 4n, Bayside, NY 11360, USA",40.7839299,-73.77643,Queens County
200,Brokered by Progress Realty Inc.,Multi-family home for sale,999000,6,2,3144.0,"851 Van Nest Ave, Bronx, NY 10462, USA",40.8451067,-73.8601577,Bronx County
201,Brokered by COMPASS,Co-op for sale,399000,1,1,2184.207862,"34-41 85th St #3a, Flushing, NY 11372, USA",40.7531191,-73.8818757,Queens County
202,Brokered by Staten Island Premiere Properties,Contingent,599000,4,4,2800.0,"77 Harbour Ct, Staten Island, NY 10308, USA",40.5387352,-74.1423893,Richmond County
203,"Brokered by Dynasty Real Estate, Inc.",Townhouse for sale,699998,3,2,1548.0,"159 Freedom Ave, Staten Island, NY 10314, USA",40.5953144,-74.1628286,Richmond County
204,Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,1088000,5,2,2184.207862,"20 Continental Ave #5f, Flushing, NY 11375, USA",40.7186003,-73.8453488,Queens County
205,Brokered by WW Realty Group Inc,House for sale,999000,6,2,1280.0,"3426 Boller Ave, Bronx, NY 10475, USA",40.8808173,-73.8350832,Bronx County
206,Brokered by New York Realty Minimax,Multi-family home for sale,1188888,15,9,2184.207862,"677 Grandview Ave, Queens, NY 11385, USA",40.7075546,-73.9036964,Queens County
207,Brokered by NextHome Residential,Co-op for sale,265000,1,1,700.0,"2345 Bell Blvd Apt 5f, Bayside, NY 11360, USA",40.7824499,-73.7765099,Queens County
208,"Brokered by MAXIMILLION REALTY, INC.",Co-op for sale,288000,1,1,845.0,"3901 Nostrand Ave. #4c, Brooklyn, NY 11235, USA",40.5894827,-73.9395372,Kings County
209,Brokered by COMPASS,Co-op for sale,999995,3,2,1750.0,"205 E 63rd St #11e, New York, NY 10065, USA",40.7640501,-73.964336,New York County
210,Brokered by Corcoran East Side,Co-op for sale,1495000,2,2,1350.0,"200 E 74th St #6b, New York, NY 10021, USA",40.7708195,-73.9595235,New York County
211,Brokered by Corcoran Park Avenue South,Co-op for sale,925000,1,1,1000.0,"235 E 73rd St #4b, New York, NY 10021, USA",40.7699425,-73.9583558,New York County
212,Brokered by Realty Connect USA LLC,Co-op for sale,349000,2,1,2184.207862,"84-70 129th St #5u, Jamaica, NY 11415, USA",40.7050355,-73.8241699,Queens County
213,Brokered by AI Realty Brokerage LLC,Condo for sale,2000000,4,4,3000.0,"444 E 57th St #2d, New York, NY 10022, USA",40.7573479,-73.9614914,New York County
214,Brokered by Century 21 Realty First,Condo for sale,839000,3,2,1376.0,"8895 26th Ave #5a, Brooklyn, NY 11214, USA",40.5905451,-73.9910402,Kings County
215,Brokered by Platinum Properties of Long Island,Co-op for sale,329000,1,1,820.0,"11139 76th Rd Apt E6, Forest Hills, NY 11375, USA",40.7157399,-73.83672,Queens County
216,Brokered by Keller Williams Hudson Valley,Multi-family home for sale,899000,6,3,3683.0,"948 E 217th St, Bronx, NY 10469, USA",40.8796143,-73.856153,Bronx County
217,Brokered by Citadel Circle Realty,House for sale,615000,3,2,2184.207862,"534 Powell St, Brooklyn, NY 11212, USA",40.6610456,-73.9019953,Kings County
218,Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,800000,2,2,1257.0,"309 E 108th St #5f, New York, NY 10029, USA",40.7917785,-73.9406204,New York County
219,Brokered by Coldwell Banker Advantage,Condo for sale,430000,2,2,1248.0,"527 Willow Rd E #2, Staten Island, NY 10314, USA",40.6123868,-74.1511288,Richmond County
220,Brokered by Jessica Viola,Contingent,499000,3,2,1288.0,"625 Goethals Rd N, Staten Island, NY 10314, USA",40.6166867,-74.1576647,Richmond County
221,Brokered by Keller Williams Realty Liberty,Co-op for sale,439500,3,2,1400.0,"83-80 118th St #3a, Queens, NY 11415, USA",40.7047878,-73.8344551,Queens County
222,Brokered by Prime Properties Long Island,Co-op for sale,299000,1,1,2184.207862,"118-18 Union Tpke #17g, Kew Gardens, NY 11415, USA",40.7123992,-73.8339305,Queens County
223,Brokered by RE MAX Distinguished Homes & Properties,Condo for sale,200000,1,1,613.0,"1700 Metropolitan Ave, Bronx, NY 10462, USA",40.840459,-73.8542045,Bronx County
224,Brokered by Oxford Property Group,Co-op for sale,425000,3,1,2184.207862,"504 W 135th St #1b, New York, NY 10031, USA",40.8189893,-73.953108,New York County
225,Brokered by BESMATCH REAL ESTATE,Co-op for sale,69000,1,1,850.0,"1185 Anderson Ave #2e, Bronx, NY 10452, USA",40.8366623,-73.9239586,Bronx County
226,Brokered by Corcoran West Side Gallery,Condo for sale,1995000,3,2,1546.0,"272 W 107th St #8d, New York, NY 10025, USA",40.8018548,-73.9672877,New York County
227,Brokered by COMPASS,Co-op for sale,230000,1,1,620.0,"255 W 108th St #1b, New York, NY 10025, USA",40.8028416,-73.9670229,New York County
228,Brokered by Crifasi Real Estate Inc,Co-op for sale,220000,1,1,590.0,"82-35 134th St #2d, Jamaica, NY 11435, USA",40.7130136,-73.8230375,Queens County
229,Brokered by E Realty International Corp,Co-op for sale,198000,3,1,2184.207862,"42-40 Bowne St #6f, Flushing, NY 11355, USA",40.756144,-73.8213672,Queens County
230,Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,1495000,1,2,2184.207862,"48 Gramercy Park N #1b, New York, NY 10010, USA",40.7382884,-73.9851838,New York County
231,Brokered by Corcoran West Side,Co-op for sale,475000,1,1,615.0,"520 E 90th St #1b, New York, NY 10128, USA",40.7779975,-73.9445342,New York County
232,Brokered by Rad Marketing Corp,Co-op for sale,199900,2,1,2184.207862,"234-4 131st Ave #2, Rosedale, NY 11422, USA",40.6779049,-73.733881,Queens County
233,Brokered by Joanne Costa Realty,House for sale,1150000,2,2,1444.0,"91 Flagg Ct, Staten Island, NY 10304, USA",40.5882505,-74.1087291,Richmond County
234,Brokered by Corcoran Park Slope,House for sale,1575000,3,2,2184.207862,"530 4th St, Brooklyn, NY 11215, USA",40.6683947,-73.9762195,Kings County
235,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1,2184.207862,"33-05 92nd St #1b, Jackson Heights, NY 11372, USA",40.7562792,-73.8758052,Queens County
236,Brokered by Corcoran SoHo,For sale,2700000,8,4,2184.207862,"122 Willoughby Ave, Brooklyn, NY 11205, USA",40.6914843,-73.9676428,Kings County
237,Brokered by C J Robin's Real Estate,Condo for sale,320000,2,2,936.0,"1860 Story Ave # 36-B, Bronx, NY 10473, USA",40.8236857,-73.8611313,Bronx County
238,Brokered by RE MAX Edge,Co-op for sale,295000,2,1,700.0,"1275 E 5th St #6a, Brooklyn, NY 11230, USA",40.6196386,-73.9707307,Kings County
239,Brokered by Spire Group Inc.- Main Office,House for sale,550000,3,2,2184.207862,"4211 Snyder Ave, Brooklyn, NY 11203, USA",40.6498755,-73.9375091,Kings County
240,Brokered by Serhant,Condo for sale,285000,2,1,1000.0,"1439 Metropolitan Ave #6a, Bronx, NY 10462, USA",40.8362269,-73.8612346,Bronx County
241,Brokered by Voro Llc,Co-op for sale,328000,1,1,800.0,"8330 Vietor Ave Apartment 414, Flushing, NY 11373, USA",40.743059,-73.880983,Queens County
242,Brokered by Skylux Realty,Multi-family home for sale,1388000,4,3,2184.207862,"25-02 169th St, Flushing, NY 11358, USA",40.774158,-73.7957477,Queens County
243,Brokered by EXP Realty,Multi-family home for sale,3000000,10,10,2184.207862,"120 Pierrepont St, Brooklyn, NY 11201, USA",40.6949321,-73.9928542,Kings County
244,Brokered by New York Realty Minimax,Multi-family home for sale,2198888,7,6,2184.207862,"662 Seneca Ave, Ridgewood, NY 11385, USA",40.7032697,-73.9088462,Queens County
245,Brokered by Howard Hanna | Rand Realty,Multi-family home for sale,650000,6,2,2310.0,"936 Taylor Ave, Bronx, NY 10473, USA",40.8244358,-73.8633737,Bronx County
246,Brokered by Corcoran Park Avenue South,Condo for sale,1100000,1,2,890.0,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427,New York County
247,Brokered by Gosen Properties Inc,Townhouse for sale,2649000,5,4,4050.0,"282 Macon St, Brooklyn, NY 11216, USA",40.6820924,-73.9393924,Kings County
248,Brokered by Corcoran Park Slope,Co-op for sale,849000,2,1,800.0,"299 13th St #3d, Brooklyn, NY 11215, USA",40.6662599,-73.9870141,Kings County
249,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,6500000,2,2,2184.207862,"995 5th Ave #11b, New York, NY 10028, USA",40.778004,-73.962547,New York County
250,Brokered by HOULIHAN LAWRENCE - LaGrangeville,Co-op for sale,560000,3,1,550.0,"165 West End Ave #16c, New York, NY 10023, USA",40.777244,-73.9868738,New York County
251,Brokered by Corcoran Park Avenue South,Condo for sale,1100000,1,2,890.0,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427,New York County
252,Brokered by Gosen Properties Inc,Townhouse for sale,2649000,5,4,4050.0,"282 Macon St, Brooklyn, NY 11216, USA",40.6820924,-73.9393924,Kings County
253,Brokered by Corcoran Park Slope,Co-op for sale,849000,2,1,800.0,"299 13th St #3d, Brooklyn, NY 11215, USA",40.6662599,-73.9870141,Kings County
254,Brokered by RE MAX Elite,Co-op for sale,418888,2,1,900.0,"946 59th St #4b, Brooklyn, NY 11219, USA",40.6339124,-74.0058434,Kings County
255,Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,2600000,3,3,3978.0,"99 Bay 11th St, Brooklyn, NY 11228, USA",40.6083914,-74.0100209,Kings County
256,Brokered by Velez Realty Corp,Multi-family home for sale,899000,8,2,2160.0,"3214 Seymour Ave, Bronx, NY 10469, USA",40.8728082,-73.8469489,Bronx County
257,Brokered by CENTURY 21 Dawn's Gold Realty,Multi-family home for sale,979000,8,3,2860.0,"309 E 96th St, Brooklyn, NY 11212, USA",40.6597134,-73.9195979,Kings County
258,Brokered by Sbny Re,Co-op for sale,199000,1,1,2184.207862,"6738 108th St Apt D5, Forest Hills, NY 11375, USA",40.7282899,-73.8472,Queens County
259,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,815000,3,1,2184.207862,"310 E 46th St #6d, New York, NY 10017, USA",40.751918,-73.9698335,New York County
260,Brokered by Signature Premier Properties,Condo for sale,1025000,1,1,800.0,"460 E 79th St #9f, New York, NY 10075, USA",40.7712538,-73.950858,New York County
261,Brokered by COMPASS,Condo for sale,1375000,1,2,920.0,"188 E 64th St APT 802, New York, NY 10065, USA",40.7645034,-73.9648503,New York County
262,Brokered by Keller Williams NYC,Condo for sale,875000,3,2,1437.0,"105 Bennett Ave #21a, New York, NY 10033, USA",40.8539526,-73.9345678,New York County
263,"Brokered by MAXIMILLION REALTY, INC.",Multi-family home for sale,1350000,6,3,3000.0,"2535 E 24th St, Brooklyn, NY 11235, USA",40.5902653,-73.9455056,Kings County
264,Brokered by Corcoran Williamsburg Bedford,For sale,989000,7,3,2184.207862,"1408 Remsen Ave, Brooklyn, NY 11236, USA",40.6360957,-73.9018295,Kings County
265,Brokered by Scott Dobrin Realty,Multi-family home for sale,815156,4,4,2945.0,"156 Davis Ave, Staten Island, NY 10310, USA",40.6402659,-74.110402,Richmond County
266,Brokered by Momentum Real Estate Llc,Multi-family home for sale,1949000,3,5,2560.0,"11 Brighton 10th Path, Brooklyn, NY 11235, USA",40.5813374,-73.9589282,Kings County
267,Brokered by Redfin Real Estate,Multi-family home for sale,669000,5,2,1893.0,"418 Beach 37th St, Far Rockaway, NY 11691, USA",40.5967151,-73.7696424,Queens County
268,Brokered by Fillmore Real Estate,Multi-family home for sale,900500,4,2,2184.207862,"10716 Avenue J, Brooklyn, NY 11236, USA",40.6468871,-73.8907758,Kings County
269,"Brokered by CLAS - Classic Marketing, LLC",Co-op for sale,1465000,3,3,2184.207862,"215 E 73rd St #4a, New York, NY 10021, USA",40.7701914,-73.9590118,New York County
270,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,899000,3,1,1100.0,"529 W 42nd St #2g, New York, NY 10036, USA",40.7604194,-73.9968086,New York County
271,Brokered by COMPASS,Condo for sale,1100000,1,1,726.0,"88 Greenwich St APT 2307, New York, NY 10006, USA",40.7078844,-74.0140879,New York County
272,"Brokered by Century 21 Amiable Realty Group II, Inc.",Multi-family home for sale,1199000,6,5,2184.207862,"151-42 82nd St, Jamaica, NY 11414, USA",40.6662035,-73.8525027,Queens County
273,Brokered by Corcoran Chelsea/Flatiron,For sale,325000,2,1,2184.207862,"12 W 107th St #2b, New York, NY 10025, USA",40.7989043,-73.9604812,New York County
274,Brokered by New York Realty Minimax,Multi-family home for sale,1230000,4,3,2184.207862,"74-06 64th Ln, Flushing, NY 11385, USA",40.700194,-73.8907488,Queens County
275,Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,3950000,3,3,2184.207862,"2 Sutton Pl s, New York, NY 10022, USA",40.7573949,-73.9606545,New York County
276,Brokered by ANNE LOPA REAL ESTATE,House for sale,214748364,7,6,10000.0,"6659 Amboy Rd, Staten Island, NY 10309, USA",40.5184841,-74.2244185,Richmond County
277,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Multi-family home for sale,1350000,10,5,3383.0,"188 Richmond St, Brooklyn, NY 11208, USA",40.6828535,-73.8769965,Kings County
278,Brokered by OneSpace Realty Group LLC,House for sale,799000,5,3,1800.0,"1124 E 51st St, Brooklyn, NY 11234, USA",40.6336127,-73.9276041,Kings County
279,Brokered by Keller Williams Realty Greater Nassau,House for sale,1599000,5,3,5600.0,"1233 Todt Hill Rd, Staten Island, NY 10304, USA",40.5813757,-74.1131912,Richmond County
280,"Brokered by Robert DeFalco Realty, Inc.",House for sale,1299900,4,4,2755.0,"346 George St, Staten Island, NY 10307, USA",40.5065922,-74.2393503,Richmond County
281,Brokered by Corcoran Brooklyn Heights,Co-op for sale,370000,1,1,2184.207862,"100 Remsen St #3f, Brooklyn, NY 11201, USA",40.6939582,-73.9943695,Kings County
282,Brokered by Living NY - Main Office,For sale,322500,3,1,2184.207862,"635 W 170th St #2c, New York, NY 10032, USA",40.8434062,-73.9407947,New York County
283,Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3649000,3,2,2184.207862,"11 W 30th St #11f, New York, NY 10001, USA",40.7464683,-73.9872992,New York County
284,"Brokered by Empire City Properties, LLC",Multi-family home for sale,860000,5,3,2324.0,"3743 Neptune Ave, Brooklyn, NY 11224, USA",40.5768936,-74.0048793,Kings County
